Idade,Renda Mensal,Historico de Credito,Historico de Emprego,Aprovado
55,4352.442768225189,1,1,1
24,1367.508449098851,0,0,0
45,8581.115212958714,0,1,1
29,2780.5575714831048,1,0,1
62,2798.3607481091854,1,1,1
37,8470.546105870217,1,0,0
33,5448.786610572891,0,1,1
54,6385.6990588136,0,1,0
68,6741.2339611775415,1,0,1
58,5514.85563017485,0,0,1
29,2019.246508890731,0,0,1
40,2856.720559608446,0,1,1
39,5776.624812333291,0,1,1
29,4439.907424693655,1,1,0
29,8058.021695450845,1,0,1
46,7984.969775584452,1,0,1
62,8823.095715447555,0,1,0
30,1688.6429293416622,0,0,1
29,9268.465088360257,0,1,1
38,2011.3974929894312,1,0,0
27,9606.197877151284,1,0,0
55,6275.796492412134,1,0,1
55,2064.508935221443,0,1,1
43,1493.662308181006,1,0,0
67,7102.384674149408,1,1,1
56,3912.4735339668246,1,1,0
64,3335.789042691455,0,0,1
19,3486.8002094355775,1,1,1
43,4969.767627741761,0,0,0
44,2029.7639188845753,0,0,1
18,7528.480101514546,1,1,1
26,1903.6257140763166,0,0,1
35,8179.847660114328,1,0,0
46,3740.7324581317566,1,1,0
56,3400.1129446889868,0,1,0
61,8163.076132940869,1,1,0
54,8000.647582848062,0,0,1
43,9978.313072483195,0,0,1
32,4689.27801843313,1,1,0
35,3151.79987741895,0,1,1
44,5207.459674186142,0,0,0
26,9900.306594330463,0,1,1
59,7978.134272117818,0,1,0
46,8315.299442048763,1,1,0
36,1472.556782614902,0,0,1
59,6137.718166433267,1,1,0
25,9711.65185905039,0,1,1
34,9094.565643412445,1,1,0
50,2901.807287879293,0,0,0
32,4320.80153080455,0,1,0
23,6595.794819143677,1,0,0
53,6425.9282180789105,0,0,1
58,7902.071778149345,0,1,0
65,4120.119451225935,0,0,0
27,5060.484668274023,1,0,1
21,4139.654762959481,1,0,1
35,5181.809605234953,1,1,1
49,2438.6531080518453,1,0,0
49,2730.0120956846745,0,0,1
37,5500.850610596778,0,0,1
21,4901.7635002488305,1,1,1
26,1594.6597803912057,0,0,1
57,7803.515168706474,1,1,0
30,1123.9659169439735,1,1,1
59,5561.182420294604,0,1,0
52,6284.338646342489,1,1,1
49,7885.625226930827,1,1,1
18,5465.351358438688,0,1,0
22,7362.755650730616,0,0,1
52,8715.57977361097,1,1,1
43,7956.177819839403,1,0,0
26,6762.543348331505,0,1,1
20,4708.953663836504,1,1,1
49,9102.807745649561,1,1,0
18,1351.7739485275054,0,0,0
69,4324.057003013777,1,1,1
67,2799.095607794394,0,0,1
54,4658.143846105719,0,0,0
30,8587.907630330656,0,1,0
39,8661.821621487721,1,0,0
45,4437.3300879951385,0,0,0
54,8371.33767493946,0,1,1
57,5831.885572135226,1,1,1
48,8522.144551312296,1,0,1
25,3789.8318897519493,1,1,1
47,5357.360364190042,1,1,0
58,8071.890823441025,0,1,1
67,1204.5771111097663,1,1,1
29,9217.52848388854,1,1,1
59,6098.567061885867,1,1,0
23,9753.470663133461,0,1,1
28,3443.051377319845,0,0,1
42,6488.5062495879765,1,0,0
50,6615.647056109762,1,1,0
38,2689.613096253749,1,0,1
29,9809.448923255999,1,0,1
54,6011.754376536602,1,0,0
26,8623.829683358652,0,0,0
61,2675.137665889012,0,1,0
56,7296.768578216147,0,0,0
58,1146.1613121566447,1,0,0
20,8262.06938567669,0,0,0
51,3264.5892791625797,0,1,1
61,4050.5132154083412,0,1,1
46,4996.83013215611,1,1,0
49,3003.226186474786,1,0,0
49,7395.185395690488,0,0,0
66,9504.035402865313,1,0,0
56,5303.3311927470195,0,1,1
37,7926.803476686557,0,0,0
62,1753.8422668637413,0,1,1
27,2734.1878897807637,1,1,0
32,8678.059536091725,1,0,1
60,3601.518377091909,0,1,0
40,3945.4646654919434,0,0,0
67,2226.3026776380175,0,1,0
22,7869.227111615911,1,0,1
66,8061.87028315009,0,0,1
68,2167.2571518585423,1,0,0
31,5134.334332944076,0,1,1
47,9990.88527992875,1,1,0
28,8313.31886860355,0,1,0
51,4734.04594063096,0,1,1
33,6704.015797157463,0,1,0
43,1779.1279680528148,1,0,0
38,8299.254971885544,0,0,0
66,1222.9737221910102,1,1,1
65,7330.332567593986,0,1,0
21,3872.2024037495357,0,1,1
54,8642.267826134132,0,0,1
65,4993.976848405533,1,0,0
45,8916.190082859563,0,0,1
54,2689.397732092253,0,0,0
25,7662.759533972329,0,1,0
68,3454.4754186762325,1,0,0
22,7001.678335459649,0,1,1
26,2724.0662035360365,1,1,0
43,6263.558120956329,0,0,0
49,1474.763163722068,1,0,0
35,5690.396134738463,1,1,0
29,4300.8676669264805,1,1,1
39,3495.2740149667793,1,0,1
58,9422.571147964067,0,0,1
66,4768.452682279974,0,0,1
28,1258.2707610128261,0,1,0
63,5375.924875773547,1,0,0
20,2183.50573703803,0,0,1
52,8240.255099863482,0,1,1
44,1964.1858803632967,0,0,1
44,1302.334818727943,1,0,0
34,2411.4305204723305,0,1,1
34,3544.028590985136,0,0,1
43,3749.6063692427897,0,1,0
33,1156.8623095053583,1,0,0
37,9950.739309673698,1,1,0
20,4370.368797907819,1,0,1
24,7222.806709042381,0,1,0
30,7461.650058265576,0,0,1
36,7904.720530233146,0,1,1
25,1245.3829147110623,0,1,0
66,2485.0029821160097,0,0,0
59,4761.213111078268,1,0,0
53,1822.4989287264507,0,1,0
57,7817.206453059385,0,1,1
52,2508.631550183002,0,0,1
34,1190.2428524758088,0,1,1
40,8028.3508230946045,0,0,1
40,8200.833939641985,1,1,1
26,5868.825997280714,1,1,0
64,4208.894194606502,1,1,0
53,8217.727655240316,0,1,1
45,1409.359774816708,0,1,0
30,4262.078736884228,0,1,1
19,8927.491390973493,1,1,1
31,7122.813880912877,1,0,0
58,8855.808004849925,0,1,0
41,1413.6002657329395,1,0,0
31,7858.107768922451,0,1,1
55,6302.746005095283,1,1,0
24,2555.6297519263944,0,1,1
49,1074.0197369155471,1,0,1
45,4192.848938920839,1,0,1
39,9719.432227340045,1,0,0
22,7648.698978226924,1,0,1
65,2712.1320917170333,0,1,0
50,1459.4469461578192,1,0,1
52,7624.813700634157,0,0,1
62,2982.2180842010675,0,0,1
49,9348.994193489316,0,1,1
62,3839.3509954477195,0,0,1
24,4638.523084166304,0,0,1
59,9425.183200974307,0,0,0
53,8230.366590652236,1,1,1
37,6870.212236896617,0,1,1
39,1673.4402738159074,0,1,0
60,5089.462234770192,1,1,1
30,5884.257800219988,1,0,0
69,2392.8399148385834,0,0,1
43,1306.9358923460275,1,1,1
42,9308.85700179311,0,0,0
22,4178.574649104762,0,0,1
44,5386.467197742316,1,1,0
68,5734.504483029197,0,0,1
53,7714.129512469308,0,0,0
55,5431.022187975589,0,0,0
36,8515.658014426042,0,0,1
54,8691.949011192604,1,1,1
26,8657.244996393647,0,0,1
43,3206.9075646795304,1,1,1
68,6332.528885223639,0,0,0
29,5877.830824375268,0,1,1
63,2407.807868485749,0,1,1
56,4589.47016967574,1,1,1
65,4058.724521243423,1,1,0
35,3255.333066947243,1,1,0
32,9487.499317944312,0,0,1
30,8548.138890328133,0,1,0
41,6246.184601192626,0,1,0
37,3390.576258162414,0,1,1
58,1475.3564999021041,0,0,1
55,9958.63683506118,0,0,0
64,8812.535977850024,1,0,1
60,1679.3465869834697,0,1,1
42,8902.086168726031,1,0,0
31,1523.3501047740806,0,0,1
21,1976.5814822691332,1,1,0
50,3142.60195412841,0,0,1
64,6584.497613170016,1,0,0
60,2110.7715454886065,0,1,1
39,6185.96880348649,0,1,1
41,6908.7291518021475,1,1,0
57,3933.8611337250736,1,1,0
63,7159.912955568598,1,1,1
48,8920.791888275831,0,1,0
22,1078.1233472127972,1,0,0
21,2980.0002380354053,0,1,1
55,4958.61381148629,1,1,0
57,9204.727830376318,1,1,1
20,6135.928587683406,1,1,1
36,6301.600127451336,0,1,1
22,4025.3099710659353,0,0,1
67,6104.477469251524,1,1,0
59,5246.784489992625,1,0,1
46,8646.064252842803,1,0,1
41,9623.748381824424,0,0,1
29,8174.331824080451,1,1,0
61,2775.196497792798,1,1,0
43,2345.3561947374146,0,1,0
52,2235.3060507812334,0,1,0
46,9640.170325077783,1,1,1
58,6943.344691681158,1,0,1
57,1564.8794140955297,0,1,0
34,7399.673579946235,0,1,0
27,1870.7653187264145,0,0,0
37,6152.837366274175,1,0,1
43,8265.905417001333,1,1,0
24,8762.081407810228,1,1,0
39,4283.289841740591,0,0,0
47,9403.818361396596,1,1,1
26,8576.777449569208,0,1,0
64,7409.963335190833,1,0,1
29,9858.14776097354,0,0,0
23,6093.309471331487,1,1,1
39,6167.354055534687,1,1,0
26,1061.497683137992,0,1,1
59,3510.746643171912,1,1,0
27,2804.510448979178,0,1,0
26,5192.015020420253,0,0,1
42,1951.9933211941525,0,0,1
40,1976.3149389618336,0,1,0
26,6360.812733233207,1,1,0
35,4379.498512360718,0,0,1
50,2776.447278413385,1,1,0
41,7169.490909105468,0,1,1
64,9520.145302299981,1,1,1
21,4186.442465178296,0,1,1
58,2154.091658510334,1,0,0
42,2275.3388183727384,1,0,1
39,8501.580941704064,0,0,1
41,1433.1069923672737,1,0,0
40,8629.18924934551,1,0,1
28,3575.679651155519,1,1,0
23,8292.53676751849,1,0,1
59,6656.02431422677,0,1,0
41,9162.748079386127,1,1,1
20,4802.350808673284,0,0,1
20,6094.2149306213305,0,0,1
57,2302.5428363280985,1,0,1
19,1395.2949315315889,0,1,0
66,2198.211065197317,1,1,0
23,2096.323263585401,0,1,0
23,2952.6718728426376,0,1,1
65,9970.599154845468,1,1,1
51,4566.909313530836,0,1,0
39,8851.584354747549,0,0,1
22,3701.190236605896,0,0,1
20,9185.047151776154,0,0,1
19,5318.990232741656,1,0,0
61,8796.40253688597,1,1,0
62,7104.823580558212,0,0,1
28,2616.8018647183203,0,1,0
68,5364.570108829113,1,1,0
52,6359.743602306821,0,0,1
40,7325.431479254971,1,1,1
29,6108.176671281023,0,1,0
18,6289.863590047705,1,0,1
64,7135.831303049497,0,1,1
21,5779.89843814331,1,0,1
59,5687.634938478708,0,1,0
49,3759.4481784085874,0,0,1
62,2911.1493719923383,0,1,1
23,5281.406584717558,0,0,0
56,5709.593578589762,1,0,0
18,6966.719429021667,0,1,1
69,2638.357971765946,0,1,1
64,8377.61952629119,1,1,1
56,3623.43155061987,1,1,1
30,3107.3807177976882,0,1,0
29,3183.5652148598983,1,0,0
50,1760.878933373014,1,0,1
43,2878.9198913593164,0,1,1
36,8683.027090737312,0,1,0
22,9464.183969543516,1,1,0
69,7992.073101652794,0,0,1
43,4487.798928768738,0,0,1
30,1088.3487293622013,1,0,0
42,1443.016524107502,1,1,1
35,8628.062878508194,0,0,1
46,3069.841565555798,1,1,0
18,8724.685974617743,0,1,1
28,7574.3506438560125,1,1,1
35,6010.674569311773,0,0,1
52,4841.918585792166,0,0,0
30,9280.763077625206,1,0,0
40,3773.40554812988,1,1,1
49,9859.7876006008,1,0,1
41,7717.0388988538525,0,0,1
38,2507.607504954621,1,0,1
33,6360.353516069373,1,1,0
34,9523.814285121096,1,1,1
27,7794.2326128481245,0,1,1
58,2936.972479922266,1,0,0
62,2317.0044166716493,0,1,0
37,9088.211651275291,1,1,1
37,2182.2510558896793,1,1,1
50,5079.240705408976,1,1,0
49,3153.5688706958085,1,0,1
18,3569.849536333459,0,0,1
24,8537.45726852597,0,0,1
34,6070.99430552034,0,1,1
19,5909.3066569091925,0,0,1
37,1592.0300526508704,0,1,1
28,1657.4589203956107,0,0,1
27,4685.215357279283,1,0,1
53,1168.703821963263,0,1,0
43,8400.237825746823,1,0,1
64,8092.72658963444,0,1,1
19,7807.705512774534,0,0,1
23,9711.25046489325,1,0,1
37,6731.993446496202,0,1,1
65,3939.7415092437163,1,0,1
59,7526.862386421891,1,1,0
47,2755.360374177396,0,1,0
52,1945.7348564692652,1,0,1
67,2097.322900043432,1,1,0
49,5150.401579213757,1,1,1
34,5351.588557910376,0,1,0
57,2868.20260305417,1,1,1
38,7396.8618987263435,0,1,0
61,9283.010695109133,1,1,1
42,5604.352962511963,0,1,1
21,1196.0799816853278,1,0,1
25,7498.259463258555,0,1,0
68,5375.1876992966745,0,1,1
66,7785.0232426083385,0,0,0
68,1834.6208243188044,0,0,1
35,5222.5948830998195,0,1,1
52,2751.9143169090326,1,1,0
60,9754.216801472925,0,1,0
69,3733.5765123402325,1,1,0
27,1766.2982332753656,0,0,0
66,3190.2023923641227,1,0,1
63,7987.790093503805,1,0,1
18,7800.1247369141765,1,1,0
43,5657.61475608522,0,1,0
25,7401.064999050472,0,1,0
30,2142.7339868984127,0,1,1
32,3660.9785858683977,1,0,0
50,1969.3178630362804,1,0,1
22,9863.181578740869,0,0,0
64,5243.780728267929,0,0,0
39,7033.264037567062,0,1,1
44,2507.949078850739,0,0,0
34,8949.88104280635,1,0,1
19,6944.817829814952,1,0,1
32,2101.267333649065,0,0,0
29,9410.351850905252,0,0,1
41,8521.81603325987,1,0,0
27,8009.912487866413,1,0,0
51,5482.602034093406,1,1,0
41,1253.2943651838161,1,0,0
55,6582.105038781371,1,1,0
28,2411.2167692504045,0,0,1
28,4167.265298776891,0,0,0
48,8426.050477424134,1,1,0
64,8506.78773113052,0,0,1
54,7544.264290527329,0,0,1
50,4981.3787323474,1,1,0
18,6193.012038904544,0,1,1
41,8086.7257415821105,1,1,1
33,4178.548920221121,0,1,1
46,4409.047800744156,1,1,0
36,6347.273900300035,0,1,0
48,8106.595991667659,1,1,1
66,6796.940502718955,1,0,0
18,1226.3896718805627,0,0,0
42,3461.652589567847,1,0,1
52,8216.164430359739,1,1,1
66,6485.2829767144485,0,1,1
41,6334.471103612375,0,0,1
44,3712.0075584868514,1,1,1
57,5666.884521325297,0,0,1
42,3484.9875450381937,0,1,0
36,1752.1061102821855,1,0,1
20,4862.12285129297,1,0,1
57,6719.082241720953,0,0,1
20,8009.340641053739,1,1,0
27,7295.330162105336,1,1,0
35,7741.597123480764,0,0,0
52,1357.432514484802,0,0,0
68,4509.480395280261,0,1,1
44,7381.424040764003,0,1,1
28,6182.18493595923,0,1,1
42,7373.221311600571,0,1,1
51,9558.632245039516,1,0,0
32,1712.1033308699627,1,1,1
22,4009.347536746108,1,1,1
39,3708.17020455259,0,1,1
64,1055.7933621813572,0,0,1
49,2917.4642321807705,0,1,0
68,3616.72477322068,0,0,0
43,5951.506179811101,0,0,0
35,7073.093982609784,0,1,0
33,6869.261013941763,1,1,0
21,5312.785198700632,0,0,1
25,9798.069603869806,0,0,0
44,2588.015034580605,0,1,1
27,7808.550461807508,1,1,0
19,1545.2784488590794,0,1,0
48,9694.159506035487,1,1,0
37,9868.583593066844,1,1,0
20,8996.329383427597,0,1,0
19,9105.670011387436,0,0,1
67,6636.470800778776,0,1,1
25,5934.7476934460465,1,1,1
68,2254.1485687643767,0,0,0
20,1063.7806875068377,0,0,0
19,5188.5102848349115,0,0,1
55,1559.6288252756663,1,1,0
19,6361.706133393602,1,1,0
65,6652.14515155785,0,0,0
61,4823.939667369084,0,0,1
38,6805.933671056079,1,1,1
60,6530.7532705613,0,0,0
56,7709.566924041871,0,0,0
18,3541.84689311784,1,0,0
26,8256.624061823646,0,0,0
38,4602.683045456635,0,1,1
36,6279.1865350434255,1,0,1
60,4987.644223018895,0,1,1
36,6971.218361837607,0,1,0
21,2599.666327206201,0,1,0
61,9357.0712345157,1,0,0
39,9786.449356442758,1,0,1
58,2999.096535570705,1,0,1
30,9438.425998441353,0,0,1
50,9083.250882238752,0,0,1
45,2944.965061992644,0,0,1
40,9158.374891913145,0,0,1
58,1362.4803701442338,1,1,0
54,2677.5122063322483,1,0,0
38,3016.1885180135046,0,0,1
50,9868.703414825563,1,0,1
31,8773.918897697935,1,0,1
21,8261.783386063993,1,0,0
24,6779.705742864047,1,1,0
45,9268.793860252763,1,1,1
31,2740.987346898555,0,0,0
38,4075.8567004700635,0,1,0
18,8216.521817223722,0,0,0
25,1199.513239016786,0,0,0
37,3564.154205277402,1,0,1
63,5126.683973679229,0,0,1
49,8818.509930650273,0,1,1
54,2410.3453605226637,0,0,1
68,9260.849681182883,1,1,0
18,6952.54912262217,1,1,1
46,5757.813392735746,1,1,0
38,2235.386074344373,0,1,0
18,4620.467019809238,0,0,0
22,5285.155563179917,0,0,0
38,7206.036827255141,0,1,1
58,2104.2727894870104,1,1,1
45,3025.9678810126516,1,1,1
20,1387.2360800902861,0,0,1
40,6264.449478111258,1,1,0
47,2347.8741055687124,0,0,1
42,1173.0142270933766,1,1,1
36,5881.246263900392,0,0,0
27,6074.545561297666,1,0,1
18,7561.072342310566,1,1,1
50,8470.172966799762,1,0,0
57,2280.4939992269574,1,0,1
61,6643.996310599213,1,1,1
54,6387.581121856427,1,1,0
42,3735.0425864898334,1,1,1
55,2237.3119257962226,1,0,0
31,8463.675399913609,1,0,1
54,1403.8208448322766,1,1,1
39,4018.0997225552487,1,1,0
67,3531.1856887347367,1,1,0
33,3371.003205326039,0,0,0
57,9679.499797275845,0,1,1
55,7514.562346705341,1,0,0
23,7230.575316208514,0,1,0
38,6880.169096747909,0,0,0
30,6003.610326427908,0,1,1
66,2678.4203732824117,1,0,0
54,4019.598032194124,0,0,1
54,4645.774716822014,1,1,0
48,2554.644985982497,1,0,1
32,2384.0103777559657,1,1,0
52,6700.807817598236,0,1,0
59,9964.671594405056,1,0,1
39,1680.103957843308,1,1,1
58,5151.618393364092,0,0,1
26,4590.012739285201,0,1,1
46,8102.2909927426335,0,1,0
34,6968.14411832237,0,0,0
60,6457.492783335614,0,0,1
25,5268.831302748549,1,0,0
65,1323.58375476419,0,0,1
27,9170.39429932152,1,1,0
65,9540.188135386783,1,1,1
50,7971.38148355331,0,0,1
25,3794.4369526793016,1,1,1
49,1655.7894512479888,1,0,1
67,3119.0583018820803,1,0,1
26,6810.3259130395345,0,1,1
57,3917.090557043578,1,1,1
69,9199.508335903176,0,0,0
59,7853.552930141564,0,1,0
56,3305.8183626895207,1,0,1
18,5393.414568467411,0,1,1
59,6444.19474147094,1,1,1
18,5946.688831272949,1,0,0
22,7849.564869912083,1,1,0
51,6081.884988645414,0,1,0
56,6213.154501078007,1,0,0
39,4735.916199941326,0,0,0
51,4796.155549236256,1,1,0
27,9597.06013310241,0,0,1
54,8229.067148158356,1,1,0
34,4652.038186830312,1,0,1
20,1238.1195132506155,1,1,0
21,6035.163027251651,1,0,0
30,5078.550507119968,1,0,0
41,2433.6501225829197,1,1,0
30,5298.932694283899,1,0,1
68,1276.4535951869498,0,0,1
21,7796.456754682503,1,0,1
42,8559.390136737404,0,1,1
36,1616.19458457209,0,0,1
54,7673.493206075614,1,0,1
19,4985.863474996227,1,0,0
58,2825.159297204039,0,0,0
20,7822.4985860219385,1,0,1
61,3842.505569322577,0,0,0
42,5493.618701848782,1,0,0
66,5257.266650396103,0,0,1
32,3476.9372508321358,0,1,1
54,5889.565322918595,0,1,0
40,9496.583270342478,0,0,0
49,7965.3458214813945,1,0,0
56,4534.205908739474,1,0,0
57,5088.590043584672,1,0,1
57,3422.2589527293903,1,0,1
40,4526.92864737395,0,0,0
54,2086.5510275825072,1,0,1
31,7517.553926198838,0,1,0
27,6298.431206614843,0,1,0
48,1359.8197937318696,0,0,0
25,2459.6381244707773,1,0,0
50,4753.715398652028,0,0,0
57,8942.398289571398,1,0,0
33,1347.9424231590926,1,0,0
66,9899.876712908088,0,0,0
55,8417.541111903794,0,0,0
58,7651.783862611127,1,0,1
69,4738.524930832935,1,0,1
33,6188.354604698433,1,1,0
38,1766.4313346889326,0,0,1
67,8546.450051533608,1,0,0
29,3397.2201139584718,1,1,0
66,6585.4911271943165,0,1,0
25,6642.817051862521,1,1,1
42,6875.204744943471,0,1,0
55,2475.3026352479037,1,0,0
55,4659.282213672438,1,0,1
57,5440.4837135204925,1,1,1
40,3259.8355655806467,1,0,1
51,3566.025067989607,0,1,1
69,9585.48651720428,0,1,1
37,2833.8176336645465,0,0,1
39,8212.659201320226,0,0,0
54,9276.259788492396,0,1,0
20,5471.846423020654,1,0,0
47,8105.934375209589,0,0,1
29,2407.986401085527,1,1,0
52,1472.387289333429,1,0,1
